,order_details_id,order_id,pizza_id,quantity
229,450,190,prsc_argla_l,1
230,453,192,sicilian_s,1
231,454,192,southw_ckn_l,1
232,455,193,big_meat_s,1
233,456,193,cali_ckn_m,1
234,457,193,ckn_alfredo_l,2
235,458,194,bbq_ckn_s,1
236,463,197,four_cheese_l,1
237,464,197,ital_cpcllo_l,1
238,465,197,ital_veggie_l,1
239,466,197,soppressata_l,1
240,467,198,big_meat_s,1
241,468,198,ckn_alfredo_l,1
242,469,199,ckn_alfredo_m,1
243,470,200,the_greek_xl,1
244,471,201,calabrese_m,1
245,472,201,ckn_pesto_l,1
246,473,201,ital_supr_l,1
247,474,201,the_greek_xl,1
248,475,202,cali_ckn_s,1
249,480,204,spicy_ital_l,1
250,484,206,napolitana_m,1
251,485,206,pepperoni_s,1
252,486,206,spicy_ital_l,1
253,487,207,spicy_ital_l,1
254,488,208,bbq_ckn_l,1
255,489,208,bbq_ckn_s,1
256,490,208,ckn_alfredo_m,1
257,491,208,pepperoni_m,1
258,492,208,the_greek_m,1
259,495,211,pepperoni_s,1
260,496,212,ital_cpcllo_l,1
261,508,218,spicy_ital_m,1
262,517,221,five_cheese_l,1
263,518,221,prsc_argla_m,1
264,519,221,the_greek_s,1
265,520,222,four_cheese_l,1
266,521,222,sicilian_s,1
267,523,224,ckn_alfredo_s,1
268,524,224,ital_supr_m,1
269,525,224,napolitana_m,1
270,526,224,thai_ckn_l,1
271,530,226,classic_dlx_l,1
272,544,234,ckn_alfredo_m,1
273,545,234,ital_supr_s,1
274,546,234,napolitana_m,1
275,547,235,cali_ckn_m,1
276,552,239,ital_supr_l,1
277,553,239,thai_ckn_m,1
278,554,240,four_cheese_m,1
279,557,242,calabrese_m,1
280,558,242,thai_ckn_l,1
281,559,242,veggie_veg_m,1
282,578,253,brie_carre_s,1
283,593,261,brie_carre_s,1
284,601,266,peppr_salami_m,1
285,602,267,four_cheese_l,1
286,603,267,mediterraneo_l,1
287,604,267,napolitana_s,1
288,611,271,big_meat_s,1
289,612,271,cali_ckn_m,2
290,613,271,ckn_alfredo_m,2
291,614,271,ckn_pesto_l,2
292,615,271,classic_dlx_m,1
293,616,271,ital_supr_m,1
294,617,271,sicilian_s,1
295,618,271,soppressata_m,1
296,619,271,southw_ckn_m,1
297,620,271,the_greek_s,1
298,621,272,ital_supr_m,1
299,623,274,four_cheese_l,1
300,624,274,thai_ckn_l,1
301,625,275,classic_dlx_l,1
302,626,275,five_cheese_l,1
303,627,275,pepperoni_s,1
304,628,275,sicilian_m,1
305,632,278,ital_veggie_m,1
306,633,278,southw_ckn_l,1
307,636,280,prsc_argla_m,1
308,637,280,veggie_veg_m,1
309,639,282,classic_dlx_s,1
310,640,282,five_cheese_l,1
311,641,282,peppr_salami_l,1
312,642,282,spin_pesto_l,1
313,643,283,napolitana_m,1
314,654,288,brie_carre_s,1
315,655,288,prsc_argla_l,1
316,656,288,spinach_supr_l,1
317,658,290,classic_dlx_s,1
318,659,290,veggie_veg_m,1
319,665,293,classic_dlx_s,1
320,666,293,ital_veggie_s,1
321,667,294,bbq_ckn_m,1
322,668,294,ital_supr_l,1
323,669,294,thai_ckn_l,1
324,670,295,cali_ckn_m,1
325,674,297,southw_ckn_m,1
326,681,300,big_meat_s,1
327,682,300,ital_cpcllo_s,1
328,683,300,ital_veggie_s,1
329,684,300,spinach_supr_s,1
330,685,301,napolitana_l,1
331,686,302,peppr_salami_l,1
332,687,303,big_meat_s,1
333,688,303,ital_cpcllo_m,1
334,689,303,pepperoni_s,1
335,690,304,hawaiian_s,1
336,691,304,mexicana_l,1
337,692,305,pepperoni_l,1
338,693,305,sicilian_s,1
339,694,305,spicy_ital_m,1
340,698,307,classic_dlx_l,1
341,699,307,thai_ckn_m,1
342,700,308,hawaiian_l,1
343,701,308,pep_msh_pep_l,1
344,702,308,thai_ckn_s,1
345,705,310,hawaiian_s,1
346,706,310,thai_ckn_s,1
347,707,311,sicilian_l,1
348,708,312,big_meat_s,1
349,709,312,brie_carre_s,1
350,710,312,ckn_alfredo_m,1
351,711,312,sicilian_m,1
352,712,313,classic_dlx_m,1
353,719,316,hawaiian_s,1
354,720,316,ital_supr_m,1
355,728,318,ital_cpcllo_l,1
356,729,318,mexicana_l,1
357,730,318,soppressata_s,1
358,731,318,spicy_ital_l,1
359,732,319,ital_supr_m,1
360,733,320,cali_ckn_m,1
361,734,320,ckn_pesto_l,1
362,736,322,cali_ckn_l,1
363,737,322,ckn_pesto_l,1
364,738,322,classic_dlx_s,1
365,739,322,thai_ckn_l,1
366,741,324,five_cheese_l,1
367,747,328,mediterraneo_l,1
368,765,332,sicilian_m,1
369,766,332,southw_ckn_l,1
370,767,332,thai_ckn_m,1
371,773,335,mediterraneo_l,1
372,774,336,prsc_argla_l,1
373,780,339,spicy_ital_m,1
374,786,343,five_cheese_l,1
375,787,343,four_cheese_m,1
376,788,344,ital_cpcllo_m,1
377,789,345,peppr_salami_s,1
378,790,345,spinach_fet_s,1
379,807,352,big_meat_s,1
380,808,352,ital_cpcllo_l,1
381,814,355,ckn_alfredo_m,1
382,815,355,ital_supr_m,1
383,820,358,ital_supr_m,1
384,821,359,green_garden_m,1
385,822,359,thai_ckn_l,1
386,830,363,mediterraneo_l,1
387,831,363,mexicana_l,1
388,834,365,four_cheese_m,1
389,835,365,mediterraneo_l,1
390,836,365,pepperoni_m,1
391,838,367,hawaiian_l,1
392,839,367,spinach_fet_m,1
393,842,369,spinach_fet_m,1
394,843,370,four_cheese_l,1
395,844,370,hawaiian_s,1
396,845,371,pepperoni_m,1
397,847,373,ckn_pesto_s,1
398,848,373,classic_dlx_m,1
399,849,373,sicilian_l,1
400,859,379,thai_ckn_l,1
401,860,380,calabrese_m,1
402,861,380,cali_ckn_m,1
403,865,383,spicy_ital_m,1
404,866,384,hawaiian_s,1
405,867,384,ital_cpcllo_m,1
406,868,384,mediterraneo_m,1
407,869,384,the_greek_s,1
408,874,387,bbq_ckn_s,1
409,875,387,big_meat_s,1
410,876,387,ckn_pesto_m,1
411,877,387,five_cheese_l,1
412,878,387,pepperoni_s,1
413,879,387,spicy_ital_l,1
414,880,387,spinach_fet_s,1
415,881,388,bbq_ckn_s,1
416,882,388,ckn_alfredo_m,1
417,883,388,mediterraneo_m,1
418,884,388,veggie_veg_s,1
419,885,389,spin_pesto_l,1
420,886,390,pep_msh_pep_l,1
421,888,392,big_meat_s,1
422,889,392,calabrese_s,1
423,890,392,cali_ckn_l,1
424,891,392,pepperoni_s,2
425,892,392,prsc_argla_l,1
426,893,392,sicilian_l,1
427,894,392,soppressata_l,1
428,895,392,spicy_ital_l,1
429,898,394,big_meat_s,1
430,899,394,ckn_pesto_s,1
431,900,394,hawaiian_l,1
432,901,394,hawaiian_s,1
433,902,394,pep_msh_pep_l,1
434,903,394,pepperoni_m,3
435,904,394,pepperoni_s,1
436,905,394,sicilian_l,1
437,906,394,spicy_ital_l,1
438,907,394,spin_pesto_s,1
439,908,394,thai_ckn_l,1
440,909,394,veggie_veg_s,1
441,910,395,napolitana_m,1
442,911,396,spinach_fet_s,1
443,912,397,five_cheese_l,2
444,913,397,hawaiian_l,1
445,914,397,pepperoni_m,1
446,915,398,pepperoni_s,1
447,916,399,bbq_ckn_m,1
448,917,399,cali_ckn_l,1
449,918,399,four_cheese_m,1
450,919,399,the_greek_m,1
451,922,401,veggie_veg_m,1
452,929,405,sicilian_l,1
453,930,406,ckn_alfredo_m,1
454,931,406,classic_dlx_m,1
455,932,406,ital_veggie_s,1
456,938,409,pepperoni_l,1
457,939,410,big_meat_s,2
458,940,410,mediterraneo_m,1
459,941,410,the_greek_xl,1
460,944,412,brie_carre_s,1
461,945,412,spinach_supr_m,1
462,947,414,classic_dlx_s,1
463,948,414,five_cheese_l,1
464,949,414,ital_supr_m,1
465,950,415,cali_ckn_s,1
466,959,420,five_cheese_l,1
467,960,420,pep_msh_pep_s,1
468,964,422,four_cheese_l,1
469,965,422,ital_supr_m,1
470,966,422,spinach_fet_m,1
471,967,423,ital_supr_l,1
472,968,423,sicilian_s,1
473,969,424,pepperoni_m,1
474,970,425,soppressata_m,1
475,971,426,classic_dlx_m,1
476,972,426,sicilian_s,1
477,973,426,soppressata_m,1
478,974,427,spinach_fet_l,1
479,977,429,spicy_ital_m,1
480,978,430,green_garden_m,1
481,979,430,sicilian_s,1
482,984,432,ital_cpcllo_s,1
483,985,432,thai_ckn_l,1
484,986,432,veggie_veg_s,1
485,987,433,spicy_ital_l,1
486,991,435,classic_dlx_m,1
487,992,435,pep_msh_pep_m,1
488,993,435,spinach_supr_s,1
489,994,436,classic_dlx_l,1
490,995,436,ital_supr_m,1
491,996,436,pep_msh_pep_s,1
492,997,436,peppr_salami_s,1
493,998,437,bbq_ckn_m,1
494,1019,442,peppr_salami_l,1
495,1034,444,four_cheese_m,1
496,1035,445,hawaiian_l,1
497,1036,446,big_meat_s,1
498,1037,446,ital_veggie_m,1
499,1038,446,sicilian_l,1
500,1039,447,five_cheese_l,1
501,1044,450,big_meat_s,1
502,1045,451,five_cheese_l,1
503,1046,451,ital_cpcllo_m,1
504,1047,451,southw_ckn_l,1
505,1055,454,spicy_ital_m,1
506,1056,455,ital_supr_l,1
507,1057,456,spinach_fet_l,1
508,1064,459,spicy_ital_l,1
509,1065,460,green_garden_s,1
510,1066,460,ital_supr_m,1
511,1075,466,spinach_fet_l,1
512,1076,466,the_greek_xl,1
513,1077,467,prsc_argla_s,1
514,1078,468,four_cheese_l,1
515,1079,468,pepperoni_l,1
516,1080,469,bbq_ckn_m,1
517,1081,469,sicilian_s,1
518,1098,478,calabrese_m,1
519,1099,478,ckn_alfredo_m,1
520,1100,479,five_cheese_l,1
521,1101,479,ital_cpcllo_l,2
522,1102,480,pepperoni_m,1
523,1103,481,pepperoni_s,1
524,1104,481,spinach_fet_s,1
525,1108,483,bbq_ckn_l,1
526,1109,483,napolitana_s,1
527,1110,483,pep_msh_pep_s,1
528,1111,483,spicy_ital_m,1
529,1112,484,four_cheese_l,1
530,1113,484,mexicana_l,1
531,1114,485,cali_ckn_m,1
532,1115,486,spinach_supr_s,1
533,1116,487,hawaiian_s,1
534,1117,487,sicilian_l,1
535,1118,487,spinach_fet_l,1
536,1121,490,big_meat_s,1
537,1122,490,classic_dlx_m,1
538,1123,490,napolitana_m,1
539,1131,493,ital_supr_l,1
540,1132,494,five_cheese_l,1
541,1133,494,four_cheese_l,1
542,1134,494,mexicana_l,1
543,1135,494,southw_ckn_l,1
544,1136,495,ital_supr_m,1
545,1137,495,sicilian_l,1
546,1140,497,veggie_veg_s,1
547,1141,498,ital_supr_m,1
548,1142,499,calabrese_s,1
549,1143,499,four_cheese_l,1
550,1144,499,mexicana_m,1
551,1145,499,pep_msh_pep_m,1
552,1146,500,mediterraneo_m,1
553,1150,502,ital_veggie_m,1
554,1156,506,spinach_fet_m,1
555,1157,507,ckn_pesto_s,1
556,1158,508,cali_ckn_m,1
557,1159,508,cali_ckn_s,1
558,1160,508,pepperoni_m,1
559,1161,509,spicy_ital_l,1
560,1162,510,classic_dlx_m,1
561,1163,510,classic_dlx_s,1
562,1164,510,ital_supr_l,1
563,1165,510,spicy_ital_l,1
564,1167,512,ital_veggie_m,1
565,1172,514,classic_dlx_s,1
566,1178,518,big_meat_s,1
567,1179,518,prsc_argla_l,1
568,1180,518,sicilian_s,1
569,1181,519,prsc_argla_s,1
570,1195,523,prsc_argla_m,1
571,1196,524,sicilian_s,1
572,1197,524,thai_ckn_m,1
573,1198,525,pepperoni_l,1
574,1199,526,cali_ckn_l,1
575,1200,526,five_cheese_l,1
576,1204,529,calabrese_m,1
577,1205,529,cali_ckn_m,2
578,1206,529,hawaiian_s,1
579,1207,530,classic_dlx_l,1
580,1208,530,ital_supr_m,1
581,1209,531,peppr_salami_m,2
582,1212,533,five_cheese_l,1
583,1213,533,spicy_ital_l,1
584,1214,533,the_greek_xl,1
585,1215,534,prsc_argla_l,1
586,1216,534,southw_ckn_l,1
587,1229,542,bbq_ckn_l,1
588,1230,542,prsc_argla_m,1
589,1231,543,ckn_pesto_l,1
590,1232,543,classic_dlx_m,1
591,1233,543,mediterraneo_m,1
592,1234,544,napolitana_m,1
593,1235,544,sicilian_m,1
594,1236,545,pepperoni_l,1
595,1237,545,pepperoni_s,1
596,1238,545,peppr_salami_l,1
597,1239,545,soppressata_l,1
598,1241,547,big_meat_s,1
599,1242,548,hawaiian_l,1
600,1245,550,spinach_fet_m,1
601,1246,550,the_greek_m,1
602,1247,551,four_cheese_l,1
603,1248,551,soppressata_m,1
604,1249,551,thai_ckn_l,1
605,1250,551,the_greek_m,1
606,1251,552,ckn_alfredo_m,1
607,1252,552,green_garden_s,1
608,1253,552,ital_supr_l,1
609,1254,553,mexicana_l,1
610,1255,554,ckn_alfredo_m,1
611,1256,554,green_garden_s,1
612,1257,555,bbq_ckn_s,1
613,1258,555,hawaiian_s,1
614,1259,556,four_cheese_l,1
615,1260,556,the_greek_xl,1
616,1261,557,sicilian_s,1
617,1262,557,spicy_ital_s,1
618,1263,558,hawaiian_m,1
619,1264,559,classic_dlx_s,1
620,1267,561,spinach_supr_s,1
621,1268,562,ckn_alfredo_m,1
622,1292,571,big_meat_s,1
623,1297,575,classic_dlx_l,1
624,1298,575,napolitana_l,1
625,1299,575,pepperoni_l,1
626,1300,575,spinach_fet_m,1
627,1301,576,big_meat_s,1
628,1302,576,ckn_alfredo_m,1
629,1303,576,spinach_fet_s,1
630,1304,577,spinach_fet_m,1
631,1305,577,veggie_veg_l,1
632,1314,581,mexicana_l,1
633,1317,584,sicilian_s,1
634,1318,584,soppressata_s,1
635,1319,585,brie_carre_s,1
636,1320,585,mexicana_l,1
637,1323,587,peppr_salami_l,1
638,1324,587,peppr_salami_s,1
639,1329,590,five_cheese_l,1
640,1330,591,four_cheese_l,1
641,1331,591,southw_ckn_s,1
642,1332,591,spin_pesto_l,1
643,1333,592,ital_veggie_s,1
644,1334,592,pep_msh_pep_m,1
645,1335,592,thai_ckn_l,1
646,1338,594,calabrese_l,1
647,1339,595,classic_dlx_l,1
648,1340,595,prsc_argla_m,1
649,1341,596,pep_msh_pep_s,1
650,1342,596,soppressata_s,1
651,1347,599,peppr_salami_l,1
652,1348,600,classic_dlx_s,1
653,1349,600,four_cheese_l,1
654,1350,600,mediterraneo_m,1
655,1351,600,mexicana_m,1
656,1352,601,bbq_ckn_l,1
657,1353,601,classic_dlx_s,1
658,1354,601,spin_pesto_m,1
659,1355,602,peppr_salami_l,1
660,1357,604,soppressata_s,1
661,1358,604,spinach_supr_m,1
662,1361,606,pepperoni_l,1
663,1365,608,hawaiian_l,1
664,1366,608,pepperoni_m,1
665,1367,608,thai_ckn_l,1
666,1368,608,thai_ckn_s,1
667,1369,609,four_cheese_l,1
668,1370,610,big_meat_s,1
669,1371,610,pepperoni_l,1
670,1376,612,big_meat_s,1
671,1377,612,ital_supr_l,1
672,1378,612,mexicana_l,1
673,1379,612,soppressata_s,1
674,1386,617,ckn_pesto_l,1
675,1387,617,southw_ckn_m,1
676,1388,618,prsc_argla_m,1
677,1389,618,spin_pesto_m,1
678,1391,620,bbq_ckn_l,1
679,1392,620,cali_ckn_m,1
680,1393,620,peppr_salami_m,1
681,1394,620,the_greek_s,1
682,1395,621,calabrese_m,1
683,1396,621,four_cheese_l,1
684,1397,621,mexicana_l,1
685,1398,621,spicy_ital_l,1
686,1399,622,ital_supr_m,1
687,1400,622,spicy_ital_l,1
688,1401,623,cali_ckn_l,1
689,1402,623,hawaiian_l,1
690,1403,624,cali_ckn_m,1
691,1404,624,veggie_veg_m,1
692,1407,626,classic_dlx_m,1
693,1408,626,four_cheese_m,1
694,1409,627,the_greek_l,1
695,1410,627,the_greek_m,1
696,1411,628,classic_dlx_l,1
697,1412,628,ital_veggie_s,1
698,1413,628,the_greek_s,1
699,1414,628,veggie_veg_s,1
700,1420,631,pepperoni_l,1
701,1421,632,classic_dlx_s,1
702,1425,634,pepperoni_l,1
703,1436,636,classic_dlx_m,1
704,1437,637,the_greek_l,1
705,1438,637,veggie_veg_m,1
706,1439,638,mexicana_l,1
707,1441,640,cali_ckn_s,1
708,1442,640,ckn_pesto_l,1
709,1443,640,napolitana_s,1
710,1444,641,pepperoni_m,1
711,1445,641,southw_ckn_l,1
712,1446,641,spin_pesto_m,1
713,1447,641,spinach_fet_s,1
714,1448,642,calabrese_m,1
715,1449,642,cali_ckn_l,1
716,1450,642,ital_supr_l,1
717,1451,642,soppressata_l,1
718,1455,645,bbq_ckn_m,1
719,1456,645,big_meat_s,1
720,1457,646,hawaiian_s,1
721,1458,646,thai_ckn_l,1
722,1459,647,hawaiian_s,1
723,1460,648,four_cheese_l,1
724,1461,648,pepperoni_m,1
725,1462,649,cali_ckn_s,1
726,1463,649,pepperoni_m,1
727,1464,649,peppr_salami_m,1
728,1465,649,sicilian_s,1
729,1470,652,big_meat_s,1
730,1471,652,ckn_alfredo_m,1
731,1472,652,ckn_pesto_s,1
732,1473,652,prsc_argla_s,1
733,1474,653,thai_ckn_s,1
734,1475,654,mexicana_l,1
735,1476,654,sicilian_l,1
736,1477,654,spin_pesto_m,1
737,1483,658,napolitana_m,1
738,1484,658,peppr_salami_s,1
739,1485,658,veggie_veg_m,1
740,1490,661,napolitana_s,1
741,1491,662,bbq_ckn_l,1
742,1492,662,prsc_argla_s,1
743,1493,663,four_cheese_l,1
744,1494,664,calabrese_m,1
745,1495,664,ital_supr_l,1
746,1496,664,pepperoni_l,1
747,1497,665,bbq_ckn_m,1
748,1498,665,mediterraneo_s,1
749,1500,667,big_meat_s,1
750,1501,667,pepperoni_s,1
751,1502,668,ital_supr_m,1
752,1503,668,mexicana_l,1
753,1504,668,peppr_salami_l,1
754,1505,668,spicy_ital_m,1
755,1506,669,ital_cpcllo_l,1
756,1507,669,mexicana_l,1
757,1508,670,ital_cpcllo_s,1
758,1509,670,soppressata_m,1
759,1511,672,green_garden_m,1
760,1512,672,spicy_ital_l,1
761,1515,674,ckn_pesto_m,1
762,1516,674,mexicana_l,1
763,1517,674,prsc_argla_s,1
764,1518,674,spinach_fet_m,1
765,1519,675,napolitana_l,1
766,1523,678,mexicana_s,1
767,1524,678,napolitana_m,1
768,1525,678,spicy_ital_m,2
769,1526,679,brie_carre_s,1
770,1527,679,four_cheese_m,1
771,1528,679,ital_supr_l,1
772,1529,679,mediterraneo_l,1
773,1530,680,ckn_pesto_s,1
774,1531,680,sicilian_m,1
775,1533,682,ital_supr_l,1
776,1534,683,ckn_pesto_l,1
777,1535,683,ital_veggie_s,1
778,1536,683,peppr_salami_m,1
779,1537,684,four_cheese_l,1
780,1543,689,thai_ckn_l,1
781,1544,689,thai_ckn_m,1
782,1545,690,pepperoni_m,1
783,1546,691,bbq_ckn_l,1
784,1547,692,cali_ckn_m,1
785,1548,692,ital_veggie_m,1
786,1549,693,bbq_ckn_l,1
787,1550,693,big_meat_s,1
788,1551,693,green_garden_m,1
789,1552,693,ital_cpcllo_s,1
790,1553,694,ital_veggie_l,1
791,1554,694,pep_msh_pep_m,1
792,1555,694,pepperoni_l,1
793,1556,695,southw_ckn_s,1
794,1557,696,prsc_argla_m,1
795,1558,696,spicy_ital_s,1
796,1561,698,big_meat_s,1
797,1562,698,pep_msh_pep_l,1
798,1563,698,thai_ckn_l,1
799,1564,699,pepperoni_s,1
800,1565,700,brie_carre_s,1
801,1566,700,ckn_pesto_s,1
802,1567,700,ital_cpcllo_l,1
803,1568,700,peppr_salami_s,1
804,1569,700,sicilian_s,1
805,1570,701,hawaiian_s,1
806,1571,701,prsc_argla_s,1
807,1574,703,peppr_salami_s,1
808,1575,704,calabrese_m,1
809,1576,704,mediterraneo_l,1
810,1577,705,green_garden_s,1
811,1578,705,ital_supr_m,1
812,1579,705,southw_ckn_m,1
813,1580,706,cali_ckn_s,1
814,1581,706,napolitana_l,1
815,1582,707,bbq_ckn_m,1
816,1583,707,peppr_salami_l,1
817,1584,707,southw_ckn_l,1
818,1585,708,four_cheese_l,1
819,1587,710,hawaiian_l,1
820,1588,710,southw_ckn_l,1
821,1589,710,the_greek_s,1
822,1590,710,the_greek_xl,1
823,1591,711,ckn_alfredo_m,1
